variant,layer,neuron_index,flat_index,seed
random,1,13220,27556,1000
random,1,13538,27874,1000
random,1,13558,27894,1000
random,1,13627,27963,1000
random,1,13930,28266,1000
random,1,13972,28308,1000
random,1,14054,28390,1000
random,1,14063,28399,1000
random,1,14187,28523,1000
random,1,14333,28669,1000
random,2,15,28687,1000
random,2,673,29345,1000
random,2,776,29448,1000
random,2,1065,29737,1000
random,2,1562,30234,1000
random,2,1588,30260,1000
random,2,1687,30359,1000
random,2,1840,30512,1000
random,2,2438,31110,1000
random,2,2479,31151,1000
random,2,2814,31486,1000
random,2,2868,31540,1000
random,2,3289,31961,1000
random,2,3351,32023,1000
random,2,3485,32157,1000
random,2,3750,32422,1000
random,2,3972,32644,1000
random,2,4008,32680,1000
random,2,4589,33261,1000
random,2,4603,33275,1000
random,2,4872,33544,1000
random,2,5180,33852,1000
random,2,5465,34137,1000
random,2,5502,34174,1000
random,2,5503,34175,1000
random,2,6288,34960,1000
random,2,6328,35000,1000
random,2,6420,35092,1000
random,2,6513,35185,1000
random,2,6938,35610,1000
random,2,7056,35728,1000
random,2,7067,35739,1000
random,2,7072,35744,1000
random,2,7230,35902,1000
random,2,7558,36230,1000
random,2,7682,36354,1000
random,2,8057,36729,1000
random,2,8124,36796,1000
random,2,8248,36920,1000
random,2,8309,36981,1000
random,2,8449,37121,1000
random,2,8759,37431,1000
random,2,9059,37731,1000
random,2,9338,38010,1000
random,2,9452,38124,1000
random,2,9460,38132,1000
random,2,9709,38381,1000
random,2,9752,38424,1000
random,2,9866,38538,1000
random,2,9980,38652,1000
random,2,10206,38878,1000
random,2,10717,39389,1000
random,2,10927,39599,1000
random,2,11484,40156,1000
random,2,11781,40453,1000
random,2,11804,40476,1000
random,2,11885,40557,1000
random,2,12186,40858,1000
random,2,12289,40961,1000
random,2,12492,41164,1000
random,2,12608,41280,1000
random,2,12664,41336,1000
random,2,12680,41352,1000
random,2,12856,41528,1000
random,2,12915,41587,1000
random,2,12984,41656,1000
random,2,13257,41929,1000
random,2,13447,42119,1000
random,2,13558,42230,1000
random,2,13564,42236,1000
random,2,13747,42419,1000
random,2,14138,42810,1000
random,3,340,43348,1000
random,3,345,43353,1000
random,3,365,43373,1000
random,3,453,43461,1000
random,3,653,43661,1000
random,3,1276,44284,1000
random,3,1334,44342,1000
random,3,2132,45140,1000
random,3,2471,45479,1000
random,3,2520,45528,1000
random,3,2752,45760,1000
random,3,3647,46655,1000
random,3,3909,46917,1000
random,3,4731,47739,1000
random,3,4842,47850,1000
random,3,4937,47945,1000
random,3,5197,48205,1000
random,3,5577,48585,1000
random,3,5634,48642,1000
random,3,5699,48707,1000
random,3,5714,48722,1000
random,3,6117,49125,1000
random,3,6135,49143,1000
random,3,6136,49144,1000
random,3,6192,49200,1000
random,3,6254,49262,1000
random,3,6313,49321,1000
random,3,6699,49707,1000
random,3,7064,50072,1000
random,3,7410,50418,1000
random,3,7561,50569,1000
random,3,7640,50648,1000
random,3,7763,50771,1000
random,3,7778,50786,1000
random,3,8225,51233,1000
random,3,8331,51339,1000
random,3,8778,51786,1000
random,3,8845,51853,1000
random,3,8860,51868,1000
random,3,9113,52121,1000
random,3,9218,52226,1000
random,3,9304,52312,1000
random,3,9651,52659,1000
random,3,9752,52760,1000
random,3,9854,52862,1000
random,3,10210,53218,1000
random,3,10646,53654,1000
random,3,10688,53696,1000
random,3,10736,53744,1000
random,3,11149,54157,1000
random,3,11619,54627,1000
random,3,11865,54873,1000
random,3,12177,55185,1000
random,3,12254,55262,1000
random,3,12402,55410,1000
random,3,12472,55480,1000
random,3,12518,55526,1000
random,3,12536,55544,1000
random,3,12963,55971,1000
random,3,13378,56386,1000
random,3,13707,56715,1000
random,3,13716,56724,1000
random,3,13784,56792,1000
random,4,305,57649,1000
random,4,343,57687,1000
random,4,408,57752,1000
random,4,595,57939,1000
random,4,666,58010,1000
random,4,1192,58536,1000
random,4,1222,58566,1000
random,4,1470,58814,1000
random,4,1563,58907,1000
random,4,1656,59000,1000
random,4,2462,59806,1000
random,4,2503,59847,1000
random,4,2577,59921,1000
random,4,2627,59971,1000
random,4,3426,60770,1000
random,4,3436,60780,1000
random,4,3535,60879,1000
random,4,4243,61587,1000
random,4,4512,61856,1000
random,4,4557,61901,1000
random,4,4695,62039,1000
random,4,5098,62442,1000
random,4,5134,62478,1000
random,4,5188,62532,1000
random,4,5302,62646,1000
random,4,5377,62721,1000
random,4,5686,63030,1000
random,4,5836,63180,1000
random,4,5893,63237,1000
random,4,6158,63502,1000
random,4,6246,63590,1000
random,4,6574,63918,1000
random,4,6612,63956,1000
random,4,6616,63960,1000
random,4,6804,64148,1000
random,4,6980,64324,1000
random,4,7110,64454,1000
random,4,7429,64773,1000
random,4,7715,65059,1000
random,4,8269,65613,1000
random,4,8661,66005,1000
random,4,8835,66179,1000
random,4,8882,66226,1000
random,4,9061,66405,1000
random,4,9232,66576,1000
random,4,9255,66599,1000
random,4,9319,66663,1000
random,4,9633,66977,1000
random,4,9967,67311,1000
random,4,10756,68100,1000
random,4,10845,68189,1000
random,4,11092,68436,1000
random,4,11253,68597,1000
random,4,11344,68688,1000
random,4,11459,68803,1000
random,4,11863,69207,1000
random,4,11918,69262,1000
random,4,12000,69344,1000
random,4,12091,69435,1000
random,4,13063,70407,1000
random,4,13285,70629,1000
random,4,13356,70700,1000
random,4,13467,70811,1000
random,4,13543,70887,1000
random,4,13582,70926,1000
random,4,13627,70971,1000
random,4,14092,71436,1000
random,4,14261,71605,1000
random,4,14327,71671,1000
random,5,332,72012,1000
random,5,388,72068,1000
random,5,476,72156,1000
random,5,536,72216,1000
random,5,1072,72752,1000
random,5,1333,73013,1000
random,5,1872,73552,1000
random,5,2364,74044,1000
random,5,2779,74459,1000
random,5,2820,74500,1000
random,5,2960,74640,1000
random,5,3217,74897,1000
random,5,3353,75033,1000
random,5,3371,75051,1000
random,5,3470,75150,1000
random,5,3810,75490,1000
random,5,3933,75613,1000
random,5,3971,75651,1000
random,5,3999,75679,1000
random,5,4083,75763,1000
random,5,4313,75993,1000
random,5,4517,76197,1000
random,5,4542,76222,1000
random,5,4694,76374,1000
random,5,4721,76401,1000
random,5,4761,76441,1000
random,5,4778,76458,1000
random,5,4866,76546,1000
random,5,4999,76679,1000
random,5,5465,77145,1000
random,5,5756,77436,1000
random,5,5919,77599,1000
random,5,6059,77739,1000
random,5,6354,78034,1000
random,5,6401,78081,1000
random,5,7179,78859,1000
random,5,7515,79195,1000
random,5,7610,79290,1000
random,5,7650,79330,1000
random,5,7663,79343,1000
random,5,7722,79402,1000
random,5,7835,79515,1000
random,5,7839,79519,1000
random,5,7874,79554,1000
random,5,7986,79666,1000
random,5,8036,79716,1000
random,5,8145,79825,1000
random,5,8227,79907,1000
random,5,8469,80149,1000
random,5,8472,80152,1000
random,5,8497,80177,1000
random,5,8608,80288,1000
random,5,8750,80430,1000
random,5,8755,80435,1000
random,5,8788,80468,1000
random,5,8857,80537,1000
random,5,8904,80584,1000
random,5,9300,80980,1000
random,5,9320,81000,1000
random,5,9410,81090,1000
random,5,9717,81397,1000
random,5,9758,81438,1000
random,5,9818,81498,1000
random,5,9946,81626,1000
random,5,9969,81649,1000
random,5,10071,81751,1000
random,5,10353,82033,1000
random,5,10494,82174,1000
random,5,10524,82204,1000
random,5,10811,82491,1000
random,5,11038,82718,1000
random,5,11575,83255,1000
random,5,11629,83309,1000
random,5,11674,83354,1000
random,5,11711,83391,1000
random,5,12018,83698,1000
random,5,12910,84590,1000
random,5,13062,84742,1000
random,5,13152,84832,1000
random,5,13166,84846,1000
random,5,13240,84920,1000
random,5,13257,84937,1000
random,5,13264,84944,1000
random,5,13718,85398,1000
random,5,13877,85557,1000
random,5,14026,85706,1000
random,6,40,86056,1000
random,6,347,86363,1000
random,6,509,86525,1000
random,6,922,86938,1000
random,6,990,87006,1000
random,6,1252,87268,1000
random,6,1258,87274,1000
random,6,1398,87414,1000
random,6,1466,87482,1000
random,6,1548,87564,1000
random,6,1689,87705,1000
random,6,1762,87778,1000
random,6,2037,88053,1000
random,6,2149,88165,1000
random,6,2238,88254,1000
random,6,2244,88260,1000
random,6,2246,88262,1000
random,6,2600,88616,1000
random,6,2604,88620,1000
random,6,2648,88664,1000
random,6,2988,89004,1000
random,6,2991,89007,1000
random,6,3060,89076,1000
random,6,3107,89123,1000
random,6,3417,89433,1000
random,6,3792,89808,1000
random,6,3851,89867,1000
random,6,4633,90649,1000
random,6,4819,90835,1000
random,6,4893,90909,1000
random,6,4947,90963,1000
random,6,5066,91082,1000
random,6,5237,91253,1000
random,6,5395,91411,1000
random,6,5413,91429,1000
random,6,5477,91493,1000
random,6,5682,91698,1000
random,6,5704,91720,1000
random,6,5743,91759,1000
random,6,5947,91963,1000
random,6,6642,92658,1000
random,6,6708,92724,1000
random,6,6900,92916,1000
random,6,6977,92993,1000
random,6,7001,93017,1000
random,6,7004,93020,1000
random,6,7049,93065,1000
random,6,7316,93332,1000
random,6,7409,93425,1000
random,6,7699,93715,1000
random,6,7730,93746,1000
random,6,7951,93967,1000
random,6,8541,94557,1000
random,6,8678,94694,1000
random,6,8782,94798,1000
random,6,8802,94818,1000
random,6,8884,94900,1000
random,6,9094,95110,1000
random,6,9369,95385,1000
random,6,9439,95455,1000
random,6,9457,95473,1000
random,6,9772,95788,1000
random,6,9934,95950,1000
random,6,10082,96098,1000
random,6,10391,96407,1000
random,6,10463,96479,1000
random,6,10587,96603,1000
random,6,10763,96779,1000
random,6,11018,97034,1000
random,6,11396,97412,1000
random,6,11608,97624,1000
random,6,11933,97949,1000
random,6,12113,98129,1000
random,6,12319,98335,1000
random,6,12384,98400,1000
random,6,12451,98467,1000
random,6,12924,98940,1000
random,6,13019,99035,1000
random,6,13194,99210,1000
random,6,13280,99296,1000
random,6,13600,99616,1000
random,6,13682,99698,1000
random,6,13871,99887,1000
random,6,13882,99898,1000
random,6,14036,100052,1000
random,6,14135,100151,1000
random,6,14142,100158,1000
random,6,14326,100342,1000
random,7,37,100389,1000
random,7,348,100700,1000
random,7,479,100831,1000
random,7,655,101007,1000
random,7,754,101106,1000
random,7,1821,102173,1000
random,7,1842,102194,1000
random,7,1940,102292,1000
random,7,2193,102545,1000
random,7,2356,102708,1000
random,7,2473,102825,1000
random,7,2768,103120,1000
random,7,3041,103393,1000
random,7,3178,103530,1000
random,7,3279,103631,1000
random,7,3612,103964,1000
random,7,4056,104408,1000
random,7,4122,104474,1000
random,7,4148,104500,1000
random,7,4322,104674,1000
random,7,4387,104739,1000
random,7,4480,104832,1000
random,7,4601,104953,1000
random,7,4876,105228,1000
random,7,4895,105247,1000
random,7,5227,105579,1000
random,7,5315,105667,1000
random,7,5671,106023,1000
random,7,5699,106051,1000
random,7,5936,106288,1000
random,7,6046,106398,1000
random,7,6073,106425,1000
random,7,6132,106484,1000
random,7,6157,106509,1000
random,7,6520,106872,1000
random,7,6601,106953,1000
random,7,7108,107460,1000
random,7,7219,107571,1000
random,7,7223,107575,1000
random,7,7537,107889,1000
random,7,7892,108244,1000
random,7,7960,108312,1000
random,7,8082,108434,1000
random,7,8096,108448,1000
random,7,8347,108699,1000
random,7,8405,108757,1000
random,7,8919,109271,1000
random,7,9310,109662,1000
random,7,9537,109889,1000
random,7,9599,109951,1000
random,7,9606,109958,1000
random,7,9638,109990,1000
random,7,9655,110007,1000
random,7,9743,110095,1000
random,7,9793,110145,1000
random,7,10113,110465,1000
random,7,10259,110611,1000
random,7,10439,110791,1000
random,7,10520,110872,1000
random,7,10596,110948,1000
random,7,10840,111192,1000
random,7,11027,111379,1000
random,7,11069,111421,1000
random,7,11321,111673,1000
random,7,11799,112151,1000
random,7,11807,112159,1000
random,7,12079,112431,1000
random,7,12099,112451,1000
random,7,12362,112714,1000
random,7,12446,112798,1000
random,7,12855,113207,1000
random,7,13287,113639,1000
random,7,13322,113674,1000
random,7,13402,113754,1000
random,7,13500,113852,1000
random,7,13511,113863,1000
random,7,13670,114022,1000
random,7,13790,114142,1000
random,7,13865,114217,1000
random,7,14212,114564,1000
random,7,14324,114676,1000
random,8,65,114753,1000
random,8,164,114852,1000
random,8,407,115095,1000
random,8,514,115202,1000
random,8,808,115496,1000
random,8,897,115585,1000
random,8,1191,115879,1000
random,8,1248,115936,1000
random,8,1309,115997,1000
random,8,1686,116374,1000
random,8,1833,116521,1000
random,8,2387,117075,1000
random,8,2532,117220,1000
random,8,2786,117474,1000
random,8,2938,117626,1000
random,8,3108,117796,1000
random,8,3321,118009,1000
random,8,4185,118873,1000
random,8,4316,119004,1000
random,8,4449,119137,1000
random,8,4772,119460,1000
random,8,4829,119517,1000
random,8,4902,119590,1000
random,8,5644,120332,1000
random,8,5982,120670,1000
random,8,6154,120842,1000
random,8,6358,121046,1000
random,8,6634,121322,1000
random,8,6673,121361,1000
random,8,6718,121406,1000
random,8,6943,121631,1000
random,8,7234,121922,1000
random,8,7548,122236,1000
random,8,7616,122304,1000
random,8,7929,122617,1000
random,8,8252,122940,1000
random,8,8881,123569,1000
random,8,9229,123917,1000
random,8,9645,124333,1000
random,8,9851,124539,1000
random,8,10065,124753,1000
random,8,10094,124782,1000
random,8,10248,124936,1000
random,8,11056,125744,1000
random,8,11062,125750,1000
random,8,11559,126247,1000
random,8,11561,126249,1000
random,8,11692,126380,1000
random,8,12135,126823,1000
random,8,12431,127119,1000
random,8,12455,127143,1000
random,8,12776,127464,1000
random,8,12781,127469,1000
random,8,13135,127823,1000
random,8,13242,127930,1000
random,8,13269,127957,1000
random,8,13683,128371,1000
random,8,14107,128795,1000
random,8,14283,128971,1000
random,9,122,129146,1000
random,9,219,129243,1000
random,9,305,129329,1000
random,9,306,129330,1000
random,9,324,129348,1000
random,9,343,129367,1000
random,9,488,129512,1000
random,9,700,129724,1000
random,9,812,129836,1000
random,9,1127,130151,1000
random,9,1213,130237,1000
random,9,1891,130915,1000
random,9,1931,130955,1000
random,9,2188,131212,1000
random,9,2770,131794,1000
random,9,2839,131863,1000
random,9,3063,132087,1000
random,9,3344,132368,1000
random,9,3379,132403,1000
random,9,3432,132456,1000
random,9,3517,132541,1000
random,9,3756,132780,1000
random,9,3760,132784,1000
random,9,4030,133054,1000
random,9,4328,133352,1000
random,9,4718,133742,1000
random,9,4805,133829,1000
random,9,4879,133903,1000
random,9,5508,134532,1000
random,9,5573,134597,1000
random,9,5756,134780,1000
random,9,6073,135097,1000
random,9,6271,135295,1000
random,9,6294,135318,1000
random,9,6517,135541,1000
random,9,6781,135805,1000
random,9,6858,135882,1000
random,9,7025,136049,1000
random,9,7085,136109,1000
random,9,7615,136639,1000
random,9,8017,137041,1000
random,9,8042,137066,1000
random,9,8339,137363,1000
random,9,8846,137870,1000
random,9,8926,137950,1000
random,9,9009,138033,1000
random,9,9036,138060,1000
random,9,9073,138097,1000
random,9,9447,138471,1000
random,9,9664,138688,1000
random,9,9696,138720,1000
random,9,9910,138934,1000
random,9,9978,139002,1000
random,9,10136,139160,1000
random,9,10138,139162,1000
random,9,10349,139373,1000
random,9,10559,139583,1000
random,9,10902,139926,1000
random,9,11070,140094,1000
random,9,11104,140128,1000
random,9,11202,140226,1000
random,9,11227,140251,1000
random,9,11754,140778,1000
random,9,11798,140822,1000
random,9,11841,140865,1000
random,9,11863,140887,1000
random,9,11959,140983,1000
random,9,12151,141175,1000
random,9,12903,141927,1000
random,9,13193,142217,1000
random,9,13330,142354,1000
random,9,13558,142582,1000
random,9,13602,142626,1000
random,9,13808,142832,1000
random,9,14112,143136,1000
random,9,14153,143177,1000
random,9,14232,143256,1000
random,9,14238,143262,1000
random,10,290,143650,1000
random,10,412,143772,1000
random,10,614,143974,1000
random,10,691,144051,1000
random,10,750,144110,1000
random,10,992,144352,1000
random,10,1067,144427,1000
random,10,1208,144568,1000
random,10,1801,145161,1000
random,10,2115,145475,1000
random,10,2145,145505,1000
random,10,2473,145833,1000
random,10,2862,146222,1000
random,10,2957,146317,1000
random,10,3069,146429,1000
random,10,3092,146452,1000
random,10,3159,146519,1000
random,10,3281,146641,1000
random,10,3775,147135,1000
random,10,4234,147594,1000
random,10,4391,147751,1000
random,10,4551,147911,1000
random,10,4595,147955,1000
random,10,4888,148248,1000
random,10,5555,148915,1000
random,10,5706,149066,1000
random,10,5903,149263,1000
random,10,5930,149290,1000
random,10,5945,149305,1000
random,10,5973,149333,1000
random,10,6001,149361,1000
random,10,6100,149460,1000
random,10,6113,149473,1000
random,10,6219,149579,1000
random,10,6227,149587,1000
random,10,6297,149657,1000
random,10,6508,149868,1000
random,10,6896,150256,1000
random,10,6915,150275,1000
random,10,7701,151061,1000
random,10,7778,151138,1000
random,10,8117,151477,1000
random,10,8453,151813,1000
random,10,8540,151900,1000
random,10,8722,152082,1000
random,10,8812,152172,1000
random,10,9130,152490,1000
random,10,9175,152535,1000
random,10,9303,152663,1000
random,10,9485,152845,1000
random,10,9489,152849,1000
random,10,9561,152921,1000
random,10,9590,152950,1000
random,10,9620,152980,1000
random,10,9753,153113,1000
random,10,10086,153446,1000
random,10,10118,153478,1000
random,10,10461,153821,1000
random,10,10614,153974,1000
random,10,10814,154174,1000
random,10,10997,154357,1000
random,10,11602,154962,1000
random,10,12338,155698,1000
random,10,12538,155898,1000
random,10,12592,155952,1000
random,10,12779,156139,1000
random,10,13051,156411,1000
random,10,13175,156535,1000
random,10,13994,157354,1000
random,10,14004,157364,1000
random,11,127,157823,1000
random,11,372,158068,1000
random,11,599,158295,1000
random,11,669,158365,1000
random,11,980,158676,1000
random,11,991,158687,1000
random,11,1070,158766,1000
random,11,1342,159038,1000
random,11,1475,159171,1000
random,11,1728,159424,1000
random,11,1794,159490,1000
random,11,1842,159538,1000
random,11,2011,159707,1000
random,11,2871,160567,1000
random,11,2960,160656,1000
random,11,2988,160684,1000
random,11,3197,160893,1000
random,11,3221,160917,1000
random,11,3344,161040,1000
random,11,3429,161125,1000
random,11,3804,161500,1000
random,11,3850,161546,1000
random,11,3940,161636,1000
random,11,3968,161664,1000
random,11,4143,161839,1000
random,11,4236,161932,1000
random,11,4544,162240,1000
random,11,4831,162527,1000
random,11,5342,163038,1000
random,11,5488,163184,1000
random,11,6444,164140,1000
random,11,6622,164318,1000
random,11,6686,164382,1000
random,11,7233,164929,1000
random,11,7278,164974,1000
random,11,7424,165120,1000
random,11,7491,165187,1000
random,11,7532,165228,1000
random,11,7543,165239,1000
random,11,7700,165396,1000
random,11,7752,165448,1000
random,11,7908,165604,1000
random,11,7944,165640,1000
random,11,7950,165646,1000
random,11,8313,166009,1000
random,11,8959,166655,1000
random,11,9018,166714,1000
random,11,9025,166721,1000
random,11,9270,166966,1000
random,11,9410,167106,1000
random,11,9721,167417,1000
random,11,9826,167522,1000
random,11,10055,167751,1000
random,11,10241,167937,1000
random,11,10248,167944,1000
random,11,10332,168028,1000
random,11,10427,168123,1000
random,11,10605,168301,1000
random,11,10727,168423,1000
random,11,11015,168711,1000
random,11,11295,168991,1000
random,11,11571,169267,1000
random,11,11635,169331,1000
random,11,11767,169463,1000
random,11,11901,169597,1000
random,11,12357,170053,1000
random,11,12378,170074,1000
random,11,12842,170538,1000
random,11,12850,170546,1000
random,11,13068,170764,1000
random,11,13204,170900,1000
random,11,13268,170964,1000
random,11,13419,171115,1000
random,11,13511,171207,1000
random,11,13646,171342,1000
random,11,13673,171369,1000
random,11,13693,171389,1000
random,11,14285,171981,1000
random,12,857,172889,1000
random,12,911,172943,1000
random,12,995,173027,1000
random,12,1201,173233,1000
random,12,1657,173689,1000
random,12,1717,173749,1000
random,12,2193,174225,1000
random,12,2376,174408,1000
random,12,2541,174573,1000
random,12,2681,174713,1000
random,12,2690,174722,1000
random,12,2820,174852,1000
random,12,2879,174911,1000
random,12,3480,175512,1000
random,12,3669,175701,1000
random,12,3935,175967,1000
random,12,3970,176002,1000
random,12,4421,176453,1000
random,12,4639,176671,1000
random,12,4665,176697,1000
random,12,4973,177005,1000
random,12,5016,177048,1000
random,12,5197,177229,1000
random,12,5626,177658,1000
random,12,5847,177879,1000
random,12,6137,178169,1000
random,12,6725,178757,1000
random,12,6767,178799,1000
random,12,7038,179070,1000
random,12,7320,179352,1000
random,12,7440,179472,1000
random,12,7739,179771,1000
random,12,7815,179847,1000
random,12,7983,180015,1000
random,12,8100,180132,1000
random,12,8323,180355,1000
random,12,8691,180723,1000
random,12,8749,180781,1000
random,12,9025,181057,1000
random,12,9051,181083,1000
random,12,9420,181452,1000
random,12,9494,181526,1000
random,12,10190,182222,1000
random,12,10614,182646,1000
random,12,11370,183402,1000
random,12,11471,183503,1000
random,12,11503,183535,1000
random,12,11843,183875,1000
random,12,12096,184128,1000
random,12,12122,184154,1000
random,12,12256,184288,1000
random,12,12259,184291,1000
random,12,12333,184365,1000
random,12,12387,184419,1000
random,12,12664,184696,1000
random,12,12832,184864,1000
random,12,13408,185440,1000
random,12,13436,185468,1000
random,12,13451,185483,1000
random,12,13486,185518,1000
random,12,13774,185806,1000
random,12,13848,185880,1000
random,12,14106,186138,1000
random,12,14230,186262,1000
random,12,14238,186270,1000
random,13,73,186441,1000
random,13,295,186663,1000
random,13,446,186814,1000
random,13,668,187036,1000
random,13,862,187230,1000
random,13,876,187244,1000
random,13,1099,187467,1000
random,13,1964,188332,1000
random,13,2383,188751,1000
random,13,2797,189165,1000
random,13,2809,189177,1000
random,13,2872,189240,1000
random,13,2892,189260,1000
random,13,2904,189272,1000
random,13,2980,189348,1000
random,13,3181,189549,1000
random,13,3219,189587,1000
random,13,3245,189613,1000
random,13,3561,189929,1000
random,13,3576,189944,1000
random,13,3586,189954,1000
random,13,3967,190335,1000
random,13,4282,190650,1000
random,13,4293,190661,1000
random,13,4428,190796,1000
random,13,4579,190947,1000
random,13,4597,190965,1000
random,13,4630,190998,1000
random,13,4644,191012,1000
random,13,4800,191168,1000
random,13,4907,191275,1000
random,13,5000,191368,1000
random,13,5362,191730,1000
random,13,5476,191844,1000
random,13,5699,192067,1000
random,13,5749,192117,1000
random,13,6035,192403,1000
random,13,6109,192477,1000
random,13,6238,192606,1000
random,13,6269,192637,1000
random,13,6499,192867,1000
random,13,6621,192989,1000
random,13,6796,193164,1000
random,13,7394,193762,1000
random,13,7839,194207,1000
random,13,8121,194489,1000
random,13,8279,194647,1000
random,13,8480,194848,1000
random,13,8823,195191,1000
random,13,9270,195638,1000
random,13,9515,195883,1000
random,13,9997,196365,1000
random,13,10428,196796,1000
random,13,10608,196976,1000
random,13,10792,197160,1000
random,13,10899,197267,1000
random,13,10991,197359,1000
random,13,11153,197521,1000
random,13,11269,197637,1000
random,13,11588,197956,1000
random,13,11754,198122,1000
random,13,12021,198389,1000
random,13,12210,198578,1000
random,13,12244,198612,1000
random,13,12312,198680,1000
random,13,12550,198918,1000
random,13,12922,199290,1000
random,13,12924,199292,1000
random,13,13348,199716,1000
random,13,13450,199818,1000
random,13,13474,199842,1000
random,13,13591,199959,1000
random,13,13702,200070,1000
random,13,13711,200079,1000
random,13,13829,200197,1000
random,13,13877,200245,1000
random,13,13879,200247,1000
random,13,13928,200296,1000
random,13,13968,200336,1000
random,13,14006,200374,1000
random,13,14025,200393,1000
random,13,14173,200541,1000
random,13,14182,200550,1000
random,13,14267,200635,1000
random,13,14315,200683,1000
random,14,245,200949,1000
random,14,262,200966,1000
random,14,282,200986,1000
random,14,599,201303,1000
random,14,893,201597,1000
random,14,1084,201788,1000
random,14,1119,201823,1000
random,14,1526,202230,1000
random,14,1706,202410,1000
random,14,2155,202859,1000
random,14,2231,202935,1000
random,14,2801,203505,1000
random,14,2803,203507,1000
random,14,3123,203827,1000
random,14,3266,203970,1000
random,14,3710,204414,1000
random,14,3778,204482,1000
random,14,3783,204487,1000
random,14,3866,204570,1000
random,14,4039,204743,1000
random,14,4800,205504,1000
random,14,4944,205648,1000
random,14,5372,206076,1000
random,14,5397,206101,1000
random,14,5462,206166,1000
random,14,5555,206259,1000
random,14,5707,206411,1000
random,14,5808,206512,1000
random,14,6588,207292,1000
random,14,6630,207334,1000
random,14,6719,207423,1000
random,14,7011,207715,1000
random,14,7120,207824,1000
random,14,7366,208070,1000
random,14,7764,208468,1000
random,14,8213,208917,1000
random,14,8318,209022,1000
random,14,9744,210448,1000
random,14,9945,210649,1000
random,14,10254,210958,1000
random,14,10287,210991,1000
