variant,layer,neuron_index,flat_index,seed
random,3,4952,47960,1000
random,3,4974,47982,1000
random,3,5189,48197,1000
random,3,5197,48205,1000
random,3,5311,48319,1000
random,3,5412,48420,1000
random,3,5418,48426,1000
random,3,5423,48431,1000
random,3,5538,48546,1000
random,3,5577,48585,1000
random,3,5634,48642,1000
random,3,5699,48707,1000
random,3,5714,48722,1000
random,3,5776,48784,1000
random,3,5779,48787,1000
random,3,5894,48902,1000
random,3,5918,48926,1000
random,3,5932,48940,1000
random,3,5951,48959,1000
random,3,5960,48968,1000
random,3,6016,49024,1000
random,3,6032,49040,1000
random,3,6068,49076,1000
random,3,6117,49125,1000
random,3,6135,49143,1000
random,3,6136,49144,1000
random,3,6179,49187,1000
random,3,6192,49200,1000
random,3,6254,49262,1000
random,3,6267,49275,1000
random,3,6313,49321,1000
random,3,6367,49375,1000
random,3,6405,49413,1000
random,3,6443,49451,1000
random,3,6458,49466,1000
random,3,6578,49586,1000
random,3,6590,49598,1000
random,3,6699,49707,1000
random,3,6705,49713,1000
random,3,6840,49848,1000
random,3,6884,49892,1000
random,3,7013,50021,1000
random,3,7036,50044,1000
random,3,7064,50072,1000
random,3,7288,50296,1000
random,3,7410,50418,1000
random,3,7424,50432,1000
random,3,7549,50557,1000
random,3,7561,50569,1000
random,3,7634,50642,1000
random,3,7640,50648,1000
random,3,7648,50656,1000
random,3,7668,50676,1000
random,3,7726,50734,1000
random,3,7763,50771,1000
random,3,7778,50786,1000
random,3,7790,50798,1000
random,3,7809,50817,1000
random,3,7826,50834,1000
random,3,7988,50996,1000
random,3,8058,51066,1000
random,3,8103,51111,1000
random,3,8145,51153,1000
random,3,8225,51233,1000
random,3,8248,51256,1000
random,3,8283,51291,1000
random,3,8298,51306,1000
random,3,8331,51339,1000
random,3,8332,51340,1000
random,3,8573,51581,1000
random,3,8580,51588,1000
random,3,8627,51635,1000
random,3,8778,51786,1000
random,3,8809,51817,1000
random,3,8845,51853,1000
random,3,8860,51868,1000
random,3,8917,51925,1000
random,3,8930,51938,1000
random,3,8939,51947,1000
random,3,8959,51967,1000
random,3,9074,52082,1000
random,3,9099,52107,1000
random,3,9113,52121,1000
random,3,9216,52224,1000
random,3,9218,52226,1000
random,3,9304,52312,1000
random,3,9348,52356,1000
random,3,9441,52449,1000
random,3,9449,52457,1000
random,3,9501,52509,1000
random,3,9569,52577,1000
random,3,9617,52625,1000
random,3,9651,52659,1000
random,3,9688,52696,1000
random,3,9752,52760,1000
random,3,9854,52862,1000
random,3,9879,52887,1000
random,3,9885,52893,1000
random,3,9938,52946,1000
random,3,9942,52950,1000
random,3,9985,52993,1000
random,3,10151,53159,1000
random,3,10210,53218,1000
random,3,10276,53284,1000
random,3,10400,53408,1000
random,3,10625,53633,1000
random,3,10646,53654,1000
random,3,10656,53664,1000
random,3,10685,53693,1000
random,3,10688,53696,1000
random,3,10736,53744,1000
random,3,10742,53750,1000
random,3,10751,53759,1000
random,3,10842,53850,1000
random,3,10855,53863,1000
random,3,10866,53874,1000
random,3,10906,53914,1000
random,3,10924,53932,1000
random,3,10948,53956,1000
random,3,10953,53961,1000
random,3,10961,53969,1000
random,3,11053,54061,1000
random,3,11061,54069,1000
random,3,11078,54086,1000
random,3,11110,54118,1000
random,3,11145,54153,1000
random,3,11149,54157,1000
