variant,layer,neuron_index,flat_index,seed
random,1,2565,16901,1000
random,1,2569,16905,1000
random,1,2734,17070,1000
random,1,2815,17151,1000
random,1,2828,17164,1000
random,1,2984,17320,1000
random,1,3058,17394,1000
random,1,3113,17449,1000
random,1,3235,17571,1000
random,1,3301,17637,1000
random,1,3358,17694,1000
random,1,3449,17785,1000
random,1,3592,17928,1000
random,1,3653,17989,1000
random,1,3724,18060,1000
random,1,3964,18300,1000
random,1,4210,18546,1000
random,1,4331,18667,1000
random,1,4355,18691,1000
random,1,4376,18712,1000
random,1,4403,18739,1000
random,1,4455,18791,1000
random,1,4462,18798,1000
random,1,4608,18944,1000
random,1,4858,19194,1000
random,1,4931,19267,1000
random,1,4973,19309,1000
random,1,5028,19364,1000
random,1,5103,19439,1000
random,1,5105,19441,1000
random,1,5365,19701,1000
random,1,5731,20067,1000
random,1,5791,20127,1000
random,1,5794,20130,1000
random,1,5823,20159,1000
random,1,5919,20255,1000
random,1,5980,20316,1000
random,1,6070,20406,1000
random,1,6074,20410,1000
random,1,6253,20589,1000
random,1,6429,20765,1000
random,1,6446,20782,1000
random,1,6595,20931,1000
random,1,6638,20974,1000
random,1,6685,21021,1000
random,1,6686,21022,1000
random,1,6689,21025,1000
random,1,6742,21078,1000
random,1,6746,21082,1000
random,1,6932,21268,1000
random,1,6952,21288,1000
random,1,7014,21350,1000
random,1,7046,21382,1000
random,1,7096,21432,1000
random,1,7129,21465,1000
random,1,7204,21540,1000
random,1,7398,21734,1000
random,1,7683,22019,1000
random,1,7765,22101,1000
random,1,7772,22108,1000
random,1,7872,22208,1000
random,1,8004,22340,1000
random,1,8061,22397,1000
random,1,8076,22412,1000
random,1,8193,22529,1000
random,1,8196,22532,1000
random,1,8259,22595,1000
random,1,8473,22809,1000
random,1,8555,22891,1000
random,1,8638,22974,1000
random,1,8912,23248,1000
random,1,9017,23353,1000
random,1,9069,23405,1000
random,1,9210,23546,1000
random,1,9417,23753,1000
random,1,9488,23824,1000
random,1,9549,23885,1000
random,1,9616,23952,1000
random,1,9836,24172,1000
random,1,9900,24236,1000
random,1,9961,24297,1000
random,1,9967,24303,1000
random,1,10021,24357,1000
random,1,10100,24436,1000
random,1,10169,24505,1000
random,1,10627,24963,1000
random,1,10844,25180,1000
random,1,10890,25226,1000
random,1,10932,25268,1000
random,1,10946,25282,1000
random,1,10998,25334,1000
random,1,11113,25449,1000
random,1,11182,25518,1000
random,1,11235,25571,1000
random,1,11456,25792,1000
random,1,11504,25840,1000
random,1,11553,25889,1000
random,1,11716,26052,1000
random,1,11801,26137,1000
random,1,11834,26170,1000
random,1,11925,26261,1000
random,1,12049,26385,1000
random,1,12504,26840,1000
random,1,12559,26895,1000
random,1,12755,27091,1000
random,1,12795,27131,1000
random,1,12864,27200,1000
random,1,12867,27203,1000
random,1,12982,27318,1000
random,1,12985,27321,1000
random,1,13220,27556,1000
random,1,13318,27654,1000
random,1,13372,27708,1000
random,1,13458,27794,1000
random,1,13538,27874,1000
random,1,13558,27894,1000
random,1,13627,27963,1000
random,1,13634,27970,1000
random,1,13871,28207,1000
random,1,13930,28266,1000
random,1,13972,28308,1000
random,1,14054,28390,1000
random,1,14063,28399,1000
random,1,14187,28523,1000
random,1,14253,28589,1000
random,1,14333,28669,1000
random,2,15,28687,1000
random,2,147,28819,1000
random,2,150,28822,1000
random,2,159,28831,1000
random,2,454,29126,1000
random,2,535,29207,1000
random,2,626,29298,1000
random,2,673,29345,1000
random,2,730,29402,1000
random,2,776,29448,1000
random,2,1055,29727,1000
random,2,1065,29737,1000
random,2,1260,29932,1000
random,2,1326,29998,1000
random,2,1562,30234,1000
random,2,1588,30260,1000
random,2,1687,30359,1000
random,2,1840,30512,1000
random,2,2056,30728,1000
random,2,2327,30999,1000
random,2,2438,31110,1000
random,2,2479,31151,1000
random,2,2814,31486,1000
random,2,2868,31540,1000
random,2,3062,31734,1000
random,2,3186,31858,1000
random,2,3289,31961,1000
random,2,3351,32023,1000
random,2,3366,32038,1000
random,2,3432,32104,1000
random,2,3485,32157,1000
random,2,3750,32422,1000
random,2,3972,32644,1000
random,2,4008,32680,1000
random,2,4276,32948,1000
random,2,4589,33261,1000
random,2,4603,33275,1000
random,2,4694,33366,1000
random,2,4872,33544,1000
random,2,4896,33568,1000
random,2,5156,33828,1000
random,2,5161,33833,1000
random,2,5180,33852,1000
random,2,5265,33937,1000
random,2,5292,33964,1000
random,2,5465,34137,1000
random,2,5502,34174,1000
random,2,5503,34175,1000
random,2,5725,34397,1000
random,2,6185,34857,1000
random,2,6288,34960,1000
random,2,6328,35000,1000
random,2,6420,35092,1000
random,2,6435,35107,1000
random,2,6471,35143,1000
random,2,6482,35154,1000
random,2,6513,35185,1000
random,2,6938,35610,1000
random,2,6945,35617,1000
random,2,7056,35728,1000
random,2,7067,35739,1000
random,2,7072,35744,1000
random,2,7100,35772,1000
random,2,7122,35794,1000
random,2,7230,35902,1000
random,2,7360,36032,1000
random,2,7373,36045,1000
random,2,7558,36230,1000
random,2,7682,36354,1000
random,2,7885,36557,1000
random,2,8057,36729,1000
random,2,8119,36791,1000
random,2,8124,36796,1000
random,2,8248,36920,1000
random,2,8309,36981,1000
random,2,8428,37100,1000
random,2,8449,37121,1000
random,2,8476,37148,1000
random,2,8759,37431,1000
random,2,8780,37452,1000
random,2,9059,37731,1000
random,2,9061,37733,1000
random,2,9338,38010,1000
random,2,9370,38042,1000
random,2,9375,38047,1000
random,2,9452,38124,1000
random,2,9460,38132,1000
random,2,9698,38370,1000
random,2,9709,38381,1000
random,2,9752,38424,1000
random,2,9758,38430,1000
random,2,9866,38538,1000
random,2,9980,38652,1000
random,2,10087,38759,1000
random,2,10175,38847,1000
random,2,10206,38878,1000
random,2,10250,38922,1000
random,2,10311,38983,1000
random,2,10717,39389,1000
random,2,10927,39599,1000
random,2,11075,39747,1000
random,2,11107,39779,1000
random,2,11173,39845,1000
random,2,11484,40156,1000
random,2,11535,40207,1000
random,2,11747,40419,1000
random,2,11781,40453,1000
random,2,11804,40476,1000
random,2,11885,40557,1000
random,2,12124,40796,1000
random,2,12178,40850,1000
random,2,12186,40858,1000
random,2,12239,40911,1000
random,2,12289,40961,1000
random,2,12492,41164,1000
random,2,12608,41280,1000
random,2,12655,41327,1000
random,2,12664,41336,1000
random,2,12680,41352,1000
random,2,12809,41481,1000
random,2,12856,41528,1000
random,2,12915,41587,1000
random,2,12984,41656,1000
random,2,13039,41711,1000
random,2,13257,41929,1000
random,2,13281,41953,1000
random,2,13447,42119,1000
random,2,13474,42146,1000
random,2,13558,42230,1000
random,2,13564,42236,1000
random,2,13656,42328,1000
random,2,13747,42419,1000
random,2,13850,42522,1000
random,2,14138,42810,1000
random,2,14156,42828,1000
random,2,14329,43001,1000
random,2,14330,43002,1000
random,3,176,43184,1000
random,3,228,43236,1000
random,3,340,43348,1000
random,3,345,43353,1000
random,3,365,43373,1000
random,3,453,43461,1000
random,3,617,43625,1000
random,3,653,43661,1000
random,3,704,43712,1000
random,3,732,43740,1000
random,3,884,43892,1000
random,3,1057,44065,1000
random,3,1229,44237,1000
random,3,1276,44284,1000
random,3,1287,44295,1000
random,3,1292,44300,1000
random,3,1319,44327,1000
random,3,1334,44342,1000
random,3,1534,44542,1000
random,3,2132,45140,1000
random,3,2300,45308,1000
random,3,2471,45479,1000
random,3,2520,45528,1000
random,3,2683,45691,1000
random,3,2752,45760,1000
random,3,3504,46512,1000
random,3,3633,46641,1000
random,3,3647,46655,1000
random,3,3867,46875,1000
random,3,3908,46916,1000
random,3,3909,46917,1000
random,3,4117,47125,1000
random,3,4239,47247,1000
random,3,4731,47739,1000
random,3,4842,47850,1000
random,3,4879,47887,1000
random,3,4898,47906,1000
random,3,4937,47945,1000
random,3,5189,48197,1000
random,3,5197,48205,1000
random,3,5311,48319,1000
random,3,5423,48431,1000
random,3,5577,48585,1000
random,3,5634,48642,1000
random,3,5699,48707,1000
random,3,5714,48722,1000
random,3,5779,48787,1000
random,3,5894,48902,1000
random,3,5951,48959,1000
random,3,6016,49024,1000
random,3,6032,49040,1000
random,3,6117,49125,1000
random,3,6135,49143,1000
random,3,6136,49144,1000
random,3,6192,49200,1000
random,3,6254,49262,1000
random,3,6313,49321,1000
random,3,6405,49413,1000
random,3,6443,49451,1000
random,3,6699,49707,1000
random,3,6705,49713,1000
random,3,6840,49848,1000
random,3,7064,50072,1000
random,3,7410,50418,1000
random,3,7549,50557,1000
random,3,7561,50569,1000
random,3,7640,50648,1000
random,3,7648,50656,1000
random,3,7726,50734,1000
random,3,7763,50771,1000
random,3,7778,50786,1000
random,3,7790,50798,1000
random,3,7988,50996,1000
random,3,8225,51233,1000
random,3,8248,51256,1000
random,3,8331,51339,1000
random,3,8627,51635,1000
random,3,8778,51786,1000
random,3,8845,51853,1000
random,3,8860,51868,1000
random,3,8939,51947,1000
random,3,8959,51967,1000
random,3,9113,52121,1000
random,3,9218,52226,1000
random,3,9304,52312,1000
random,3,9569,52577,1000
random,3,9651,52659,1000
random,3,9752,52760,1000
random,3,9854,52862,1000
random,3,10210,53218,1000
random,3,10400,53408,1000
random,3,10646,53654,1000
random,3,10688,53696,1000
random,3,10736,53744,1000
random,3,10906,53914,1000
random,3,10953,53961,1000
random,3,11061,54069,1000
random,3,11110,54118,1000
random,3,11149,54157,1000
random,3,11241,54249,1000
random,3,11311,54319,1000
random,3,11524,54532,1000
random,3,11609,54617,1000
random,3,11619,54627,1000
random,3,11692,54700,1000
random,3,11788,54796,1000
random,3,11853,54861,1000
random,3,11865,54873,1000
random,3,11996,55004,1000
random,3,12168,55176,1000
random,3,12177,55185,1000
random,3,12189,55197,1000
random,3,12232,55240,1000
random,3,12254,55262,1000
random,3,12402,55410,1000
random,3,12407,55415,1000
random,3,12472,55480,1000
random,3,12518,55526,1000
random,3,12536,55544,1000
random,3,12952,55960,1000
random,3,12963,55971,1000
random,3,12986,55994,1000
random,3,13356,56364,1000
random,3,13378,56386,1000
random,3,13515,56523,1000
random,3,13665,56673,1000
random,3,13707,56715,1000
random,3,13716,56724,1000
random,3,13784,56792,1000
random,3,13904,56912,1000
random,3,14126,57134,1000
random,4,196,57540,1000
random,4,232,57576,1000
random,4,305,57649,1000
random,4,343,57687,1000
random,4,408,57752,1000
random,4,467,57811,1000
random,4,469,57813,1000
random,4,595,57939,1000
random,4,666,58010,1000
random,4,861,58205,1000
random,4,1112,58456,1000
random,4,1192,58536,1000
random,4,1222,58566,1000
random,4,1470,58814,1000
random,4,1563,58907,1000
random,4,1656,59000,1000
random,4,1726,59070,1000
random,4,1759,59103,1000
random,4,2173,59517,1000
random,4,2334,59678,1000
random,4,2414,59758,1000
random,4,2436,59780,1000
random,4,2462,59806,1000
random,4,2503,59847,1000
random,4,2577,59921,1000
random,4,2627,59971,1000
random,4,2662,60006,1000
random,4,2790,60134,1000
random,4,3109,60453,1000
random,4,3426,60770,1000
random,4,3436,60780,1000
random,4,3507,60851,1000
random,4,3535,60879,1000
random,4,3556,60900,1000
random,4,3622,60966,1000
random,4,3696,61040,1000
random,4,3716,61060,1000
random,4,3821,61165,1000
random,4,4185,61529,1000
random,4,4220,61564,1000
random,4,4243,61587,1000
random,4,4512,61856,1000
random,4,4557,61901,1000
random,4,4573,61917,1000
random,4,4666,62010,1000
random,4,4695,62039,1000
random,4,4877,62221,1000
random,4,5098,62442,1000
random,4,5134,62478,1000
random,4,5180,62524,1000
random,4,5188,62532,1000
random,4,5302,62646,1000
random,4,5377,62721,1000
random,4,5686,63030,1000
random,4,5751,63095,1000
random,4,5795,63139,1000
random,4,5836,63180,1000
random,4,5893,63237,1000
random,4,5964,63308,1000
random,4,6051,63395,1000
random,4,6158,63502,1000
random,4,6179,63523,1000
random,4,6246,63590,1000
random,4,6350,63694,1000
random,4,6375,63719,1000
random,4,6574,63918,1000
random,4,6612,63956,1000
random,4,6616,63960,1000
random,4,6804,64148,1000
random,4,6980,64324,1000
random,4,7074,64418,1000
random,4,7110,64454,1000
random,4,7146,64490,1000
random,4,7192,64536,1000
random,4,7291,64635,1000
random,4,7429,64773,1000
random,4,7543,64887,1000
random,4,7554,64898,1000
random,4,7715,65059,1000
random,4,8269,65613,1000
random,4,8420,65764,1000
random,4,8584,65928,1000
random,4,8661,66005,1000
random,4,8725,66069,1000
random,4,8835,66179,1000
random,4,8882,66226,1000
random,4,9061,66405,1000
random,4,9232,66576,1000
random,4,9236,66580,1000
random,4,9255,66599,1000
random,4,9319,66663,1000
random,4,9427,66771,1000
random,4,9593,66937,1000
random,4,9633,66977,1000
random,4,9869,67213,1000
random,4,9967,67311,1000
random,4,9983,67327,1000
random,4,10125,67469,1000
random,4,10144,67488,1000
random,4,10326,67670,1000
random,4,10622,67966,1000
random,4,10678,68022,1000
random,4,10756,68100,1000
random,4,10799,68143,1000
random,4,10845,68189,1000
random,4,10859,68203,1000
random,4,10953,68297,1000
random,4,10983,68327,1000
random,4,11092,68436,1000
random,4,11253,68597,1000
random,4,11313,68657,1000
random,4,11344,68688,1000
random,4,11459,68803,1000
random,4,11462,68806,1000
random,4,11722,69066,1000
random,4,11821,69165,1000
random,4,11863,69207,1000
random,4,11918,69262,1000
random,4,12000,69344,1000
random,4,12016,69360,1000
random,4,12091,69435,1000
random,4,12245,69589,1000
random,4,12486,69830,1000
random,4,13063,70407,1000
random,4,13285,70629,1000
random,4,13353,70697,1000
random,4,13356,70700,1000
random,4,13357,70701,1000
random,4,13467,70811,1000
random,4,13470,70814,1000
random,4,13543,70887,1000
random,4,13582,70926,1000
random,4,13627,70971,1000
random,4,13780,71124,1000
random,4,13966,71310,1000
random,4,14092,71436,1000
random,4,14177,71521,1000
random,4,14261,71605,1000
random,4,14327,71671,1000
random,5,78,71758,1000
random,5,108,71788,1000
random,5,122,71802,1000
random,5,285,71965,1000
random,5,310,71990,1000
random,5,332,72012,1000
random,5,386,72066,1000
random,5,388,72068,1000
random,5,476,72156,1000
random,5,536,72216,1000
random,5,584,72264,1000
random,5,945,72625,1000
random,5,1011,72691,1000
random,5,1034,72714,1000
random,5,1072,72752,1000
random,5,1333,73013,1000
random,5,1358,73038,1000
random,5,1872,73552,1000
random,5,1893,73573,1000
random,5,2113,73793,1000
random,5,2323,74003,1000
random,5,2364,74044,1000
random,5,2422,74102,1000
random,5,2510,74190,1000
random,5,2704,74384,1000
random,5,2779,74459,1000
random,5,2820,74500,1000
random,5,2930,74610,1000
random,5,2960,74640,1000
random,5,2977,74657,1000
random,5,3217,74897,1000
random,5,3292,74972,1000
random,5,3353,75033,1000
random,5,3371,75051,1000
random,5,3459,75139,1000
random,5,3470,75150,1000
random,5,3739,75419,1000
random,5,3810,75490,1000
random,5,3933,75613,1000
random,5,3971,75651,1000
random,5,3996,75676,1000
random,5,3999,75679,1000
random,5,4083,75763,1000
random,5,4284,75964,1000
random,5,4313,75993,1000
random,5,4398,76078,1000
random,5,4470,76150,1000
random,5,4517,76197,1000
random,5,4542,76222,1000
random,5,4694,76374,1000
random,5,4721,76401,1000
random,5,4752,76432,1000
random,5,4761,76441,1000
random,5,4778,76458,1000
random,5,4866,76546,1000
random,5,4999,76679,1000
random,5,5038,76718,1000
random,5,5153,76833,1000
random,5,5273,76953,1000
random,5,5315,76995,1000
random,5,5465,77145,1000
random,5,5665,77345,1000
random,5,5756,77436,1000
random,5,5782,77462,1000
random,5,5818,77498,1000
random,5,5919,77599,1000
random,5,6059,77739,1000
random,5,6138,77818,1000
random,5,6354,78034,1000
random,5,6401,78081,1000
random,5,6402,78082,1000
random,5,6515,78195,1000
random,5,6800,78480,1000
random,5,7064,78744,1000
random,5,7179,78859,1000
random,5,7246,78926,1000
random,5,7309,78989,1000
random,5,7384,79064,1000
random,5,7515,79195,1000
random,5,7610,79290,1000
random,5,7650,79330,1000
random,5,7663,79343,1000
random,5,7677,79357,1000
random,5,7722,79402,1000
random,5,7744,79424,1000
random,5,7835,79515,1000
random,5,7839,79519,1000
random,5,7874,79554,1000
random,5,7974,79654,1000
random,5,7986,79666,1000
random,5,8015,79695,1000
random,5,8036,79716,1000
random,5,8145,79825,1000
random,5,8159,79839,1000
random,5,8227,79907,1000
random,5,8469,80149,1000
random,5,8472,80152,1000
random,5,8497,80177,1000
random,5,8582,80262,1000
random,5,8608,80288,1000
random,5,8724,80404,1000
random,5,8750,80430,1000
random,5,8755,80435,1000
random,5,8788,80468,1000
random,5,8801,80481,1000
random,5,8845,80525,1000
random,5,8857,80537,1000
random,5,8904,80584,1000
random,5,9146,80826,1000
random,5,9258,80938,1000
random,5,9300,80980,1000
random,5,9320,81000,1000
random,5,9386,81066,1000
random,5,9410,81090,1000
random,5,9541,81221,1000
random,5,9717,81397,1000
random,5,9758,81438,1000
random,5,9788,81468,1000
random,5,9818,81498,1000
random,5,9842,81522,1000
random,5,9892,81572,1000
random,5,9946,81626,1000
random,5,9969,81649,1000
random,5,10071,81751,1000
random,5,10353,82033,1000
random,5,10494,82174,1000
random,5,10524,82204,1000
random,5,10811,82491,1000
random,5,11038,82718,1000
random,5,11087,82767,1000
random,5,11093,82773,1000
random,5,11309,82989,1000
random,5,11364,83044,1000
random,5,11514,83194,1000
random,5,11575,83255,1000
random,5,11592,83272,1000
random,5,11629,83309,1000
random,5,11674,83354,1000
random,5,11711,83391,1000
random,5,11721,83401,1000
random,5,11879,83559,1000
random,5,11956,83636,1000
random,5,12018,83698,1000
random,5,12426,84106,1000
random,5,12477,84157,1000
random,5,12866,84546,1000
random,5,12910,84590,1000
random,5,13062,84742,1000
random,5,13152,84832,1000
random,5,13166,84846,1000
random,5,13240,84920,1000
random,5,13257,84937,1000
random,5,13264,84944,1000
random,5,13333,85013,1000
random,5,13466,85146,1000
random,5,13718,85398,1000
random,5,13728,85408,1000
random,5,13834,85514,1000
random,5,13877,85557,1000
random,5,14026,85706,1000
random,6,40,86056,1000
random,6,347,86363,1000
random,6,398,86414,1000
random,6,509,86525,1000
random,6,792,86808,1000
random,6,922,86938,1000
random,6,990,87006,1000
random,6,1041,87057,1000
random,6,1252,87268,1000
random,6,1258,87274,1000
random,6,1271,87287,1000
random,6,1274,87290,1000
random,6,1326,87342,1000
random,6,1385,87401,1000
random,6,1398,87414,1000
random,6,1466,87482,1000
random,6,1548,87564,1000
random,6,1689,87705,1000
random,6,1762,87778,1000
random,6,1877,87893,1000
random,6,1932,87948,1000
random,6,2037,88053,1000
random,6,2149,88165,1000
random,6,2238,88254,1000
random,6,2244,88260,1000
random,6,2246,88262,1000
random,6,2301,88317,1000
random,6,2340,88356,1000
random,6,2600,88616,1000
random,6,2604,88620,1000
random,6,2645,88661,1000
random,6,2648,88664,1000
random,6,2913,88929,1000
random,6,2988,89004,1000
random,6,2991,89007,1000
random,6,3060,89076,1000
random,6,3107,89123,1000
random,6,3417,89433,1000
random,6,3426,89442,1000
random,6,3689,89705,1000
random,6,3792,89808,1000
random,6,3851,89867,1000
random,6,3853,89869,1000
random,6,4060,90076,1000
random,6,4156,90172,1000
random,6,4633,90649,1000
random,6,4659,90675,1000
random,6,4716,90732,1000
random,6,4741,90757,1000
random,6,4819,90835,1000
random,6,4866,90882,1000
random,6,4893,90909,1000
random,6,4910,90926,1000
random,6,4947,90963,1000
random,6,5066,91082,1000
random,6,5067,91083,1000
random,6,5079,91095,1000
random,6,5217,91233,1000
random,6,5237,91253,1000
random,6,5395,91411,1000
random,6,5413,91429,1000
random,6,5477,91493,1000
random,6,5561,91577,1000
random,6,5682,91698,1000
random,6,5704,91720,1000
random,6,5743,91759,1000
random,6,5789,91805,1000
random,6,5947,91963,1000
random,6,6146,92162,1000
random,6,6484,92500,1000
random,6,6642,92658,1000
random,6,6672,92688,1000
random,6,6708,92724,1000
random,6,6900,92916,1000
random,6,6959,92975,1000
random,6,6977,92993,1000
random,6,7001,93017,1000
random,6,7004,93020,1000
random,6,7019,93035,1000
random,6,7049,93065,1000
random,6,7205,93221,1000
random,6,7316,93332,1000
random,6,7409,93425,1000
random,6,7414,93430,1000
random,6,7447,93463,1000
random,6,7602,93618,1000
random,6,7699,93715,1000
random,6,7730,93746,1000
random,6,7910,93926,1000
random,6,7951,93967,1000
random,6,7978,93994,1000
random,6,8132,94148,1000
random,6,8303,94319,1000
random,6,8516,94532,1000
random,6,8541,94557,1000
random,6,8678,94694,1000
random,6,8691,94707,1000
random,6,8782,94798,1000
random,6,8802,94818,1000
random,6,8884,94900,1000
random,6,9073,95089,1000
random,6,9094,95110,1000
random,6,9154,95170,1000
random,6,9252,95268,1000
random,6,9369,95385,1000
random,6,9439,95455,1000
random,6,9457,95473,1000
random,6,9670,95686,1000
random,6,9752,95768,1000
random,6,9772,95788,1000
random,6,9807,95823,1000
random,6,9934,95950,1000
random,6,10054,96070,1000
random,6,10082,96098,1000
random,6,10109,96125,1000
random,6,10212,96228,1000
random,6,10300,96316,1000
random,6,10338,96354,1000
random,6,10391,96407,1000
random,6,10400,96416,1000
random,6,10446,96462,1000
random,6,10463,96479,1000
random,6,10521,96537,1000
random,6,10587,96603,1000
random,6,10763,96779,1000
random,6,10842,96858,1000
random,6,11004,97020,1000
random,6,11018,97034,1000
random,6,11396,97412,1000
random,6,11608,97624,1000
random,6,11933,97949,1000
random,6,12113,98129,1000
random,6,12319,98335,1000
random,6,12384,98400,1000
random,6,12451,98467,1000
random,6,12588,98604,1000
random,6,12653,98669,1000
random,6,12924,98940,1000
random,6,12941,98957,1000
random,6,13019,99035,1000
random,6,13194,99210,1000
random,6,13265,99281,1000
random,6,13280,99296,1000
random,6,13525,99541,1000
random,6,13600,99616,1000
random,6,13682,99698,1000
random,6,13862,99878,1000
random,6,13871,99887,1000
random,6,13882,99898,1000
random,6,14001,100017,1000
random,6,14036,100052,1000
random,6,14064,100080,1000
random,6,14130,100146,1000
random,6,14135,100151,1000
random,6,14142,100158,1000
random,6,14326,100342,1000
random,7,37,100389,1000
random,7,142,100494,1000
random,7,346,100698,1000
random,7,348,100700,1000
random,7,479,100831,1000
random,7,503,100855,1000
random,7,655,101007,1000
random,7,689,101041,1000
random,7,754,101106,1000
random,7,847,101199,1000
random,7,1180,101532,1000
random,7,1463,101815,1000
random,7,1608,101960,1000
random,7,1723,102075,1000
random,7,1821,102173,1000
random,7,1842,102194,1000
random,7,1916,102268,1000
random,7,1940,102292,1000
random,7,2115,102467,1000
random,7,2193,102545,1000
random,7,2346,102698,1000
random,7,2356,102708,1000
random,7,2441,102793,1000
random,7,2473,102825,1000
random,7,2601,102953,1000
random,7,2665,103017,1000
random,7,2692,103044,1000
random,7,2729,103081,1000
random,7,2768,103120,1000
random,7,3041,103393,1000
random,7,3178,103530,1000
random,7,3198,103550,1000
random,7,3279,103631,1000
random,7,3612,103964,1000
random,7,3745,104097,1000
random,7,3840,104192,1000
random,7,4021,104373,1000
random,7,4055,104407,1000
random,7,4056,104408,1000
random,7,4074,104426,1000
random,7,4122,104474,1000
random,7,4148,104500,1000
random,7,4166,104518,1000
random,7,4278,104630,1000
random,7,4322,104674,1000
random,7,4387,104739,1000
random,7,4480,104832,1000
random,7,4601,104953,1000
random,7,4705,105057,1000
random,7,4876,105228,1000
random,7,4895,105247,1000
random,7,5227,105579,1000
random,7,5234,105586,1000
random,7,5315,105667,1000
random,7,5449,105801,1000
random,7,5671,106023,1000
random,7,5699,106051,1000
random,7,5936,106288,1000
random,7,6046,106398,1000
random,7,6073,106425,1000
random,7,6132,106484,1000
random,7,6157,106509,1000
random,7,6520,106872,1000
random,7,6601,106953,1000
random,7,6993,107345,1000
random,7,7108,107460,1000
