variant,layer,neuron_index,flat_index,seed
random,24,318,344382,1000
random,24,780,344844,1000
random,24,2812,346876,1000
random,24,3688,347752,1000
random,24,3706,347770,1000
random,24,5310,349374,1000
random,24,6045,350109,1000
random,24,6456,350520,1000
random,24,8960,353024,1000
random,24,9363,353427,1000
random,24,10635,354699,1000
random,24,11238,355302,1000
random,24,11257,355321,1000
random,24,12391,356455,1000
random,24,12970,357034,1000
random,24,14169,358233,1000
random,24,14178,358242,1000
random,25,1405,359805,1000
random,25,3647,362047,1000
random,25,5775,364175,1000
random,25,6422,364822,1000
random,25,6668,365068,1000
random,25,6963,365363,1000
random,25,7189,365589,1000
random,25,8919,367319,1000
random,25,9773,368173,1000
random,25,10527,368927,1000
random,25,10668,369068,1000
random,25,11790,370190,1000
random,26,1492,374228,1000
random,26,2638,375374,1000
random,26,2796,375532,1000
random,26,3245,375981,1000
random,26,6395,379131,1000
random,26,6980,379716,1000
random,26,7233,379969,1000
random,26,7450,380186,1000
random,26,7770,380506,1000
random,26,8285,381021,1000
random,26,10110,382846,1000
random,26,10274,383010,1000
random,26,10303,383039,1000
random,26,10353,383089,1000
random,26,12507,385243,1000
random,26,14119,386855,1000
random,26,14240,386976,1000
random,27,323,387395,1000
random,27,752,387824,1000
random,27,836,387908,1000
random,27,2214,389286,1000
random,27,3634,390706,1000
random,27,3679,390751,1000
random,27,5380,392452,1000
random,27,5653,392725,1000
random,27,5973,393045,1000
random,27,6442,393514,1000
random,27,6507,393579,1000
random,27,9163,396235,1000
random,27,10392,397464,1000
random,27,11288,398360,1000
random,27,11703,398775,1000
random,27,12088,399160,1000
random,27,12466,399538,1000
random,27,13199,400271,1000
random,27,13704,400776,1000
random,27,13778,400850,1000
random,27,14247,401319,1000
random,28,910,402318,1000
random,28,2483,403891,1000
random,28,5548,406956,1000
random,28,5795,407203,1000
random,28,6269,407677,1000
random,28,6579,407987,1000
random,28,6859,408267,1000
random,28,7919,409327,1000
random,28,9145,410553,1000
random,28,9514,410922,1000
random,28,10239,411647,1000
random,28,11163,412571,1000
random,28,11718,413126,1000
random,28,12811,414219,1000
random,29,493,416237,1000
random,29,3004,418748,1000
random,29,3871,419615,1000
random,29,4101,419845,1000
random,29,5142,420886,1000
random,29,6849,422593,1000
random,29,7269,423013,1000
random,29,7759,423503,1000
random,29,8037,423781,1000
random,29,9231,424975,1000
random,29,9858,425602,1000
random,29,11919,427663,1000
random,29,13388,429132,1000
random,29,13950,429694,1000
random,30,3462,433542,1000
random,30,3739,433819,1000
random,30,4498,434578,1000
random,30,4622,434702,1000
random,30,6159,436239,1000
random,30,8821,438901,1000
random,30,8892,438972,1000
random,30,9107,439187,1000
random,30,9996,440076,1000
random,30,10064,440144,1000
random,30,10553,440633,1000
random,30,11028,441108,1000
random,30,11521,441601,1000
random,30,14139,444219,1000
random,31,4,444420,1000
random,31,1067,445483,1000
random,31,1107,445523,1000
random,31,1574,445990,1000
random,31,2041,446457,1000
random,31,5012,449428,1000
random,31,5056,449472,1000
random,31,5916,450332,1000
random,31,5983,450399,1000
random,31,6459,450875,1000
random,31,8380,452796,1000
random,31,8678,453094,1000
random,31,11846,456262,1000
random,31,12781,457197,1000
random,31,13666,458082,1000
