method_a,method_b,layer_a,layer_b,cka,null_mean,null_std,z
siren,wang,2,22,0.41303853125067613,0.3707725935824924,0.01980784119373939,2.1337982900197416
siren,wang,2,23,0.4360229816990343,0.35038101025430757,0.029364522402674915,2.916511641848645
siren,wang,2,24,0.4691452872179052,0.3685101887227161,0.022324186040094122,4.507895531530197
siren,wang,2,25,0.4364128693295601,0.3713070223241499,0.02410272736645102,2.701181738297055
siren,wang,2,26,0.37390641768906085,0.3255702876665374,0.007663689556635274,6.30716180050296
siren,wang,2,27,0.45092021230170176,0.3697477190398173,0.01790824596623678,4.5326880932349605
siren,wang,2,28,0.4193810116048321,0.35007869481471665,0.016386921135407743,4.229123715032211
siren,wang,2,29,0.36431761346837993,0.4031916540514537,0.030555326950253172,-1.2722508466809797
siren,wang,2,30,0.3985535127663607,0.42343835952040615,0.025632122208491193,-0.9708461340669564
siren,wang,2,31,0.5191709668313418,0.4122194548373548,0.011937601389530926,8.959212868992399
siren,wang,3,0,0.5337536146244596,0.4370286756701621,0.028728481050651008,3.3668657519261918
siren,wang,3,2,0.6242955490051969,0.5354520648948256,0.017363725138805183,5.116614286402185
siren,wang,3,3,0.7634250547275457,0.5959643989378849,0.026659097474784534,6.281557578911036
siren,wang,3,4,0.6345064015606159,0.5415743689518099,0.020748201569727658,4.479040378342817
siren,wang,3,5,0.6296796191140378,0.5402052925757074,0.017475517017433752,5.119981654852897
siren,wang,3,6,0.6589033209798927,0.5694132385568856,0.011463425250568506,7.806574428403845
siren,wang,3,7,0.6578563938036296,0.5693089368080646,0.019773654806680113,4.4780521285145065
siren,wang,3,8,0.6508433283379869,0.5913616539233049,0.025153451962565035,2.3647519435187823
siren,wang,3,9,0.6497510868793503,0.59068463519485,0.016145154968683986,3.658462975367458
siren,wang,3,10,0.6058963493376743,0.5803225499845317,0.023262712853014043,1.0993472478782351
siren,wang,3,11,0.6150826349246107,0.6021343731631208,0.020346210720721812,0.6363967197244543
siren,wang,3,12,0.5912136896303531,0.5937493769110652,0.01690202941457232,-0.1500226522222175
siren,wang,3,13,0.5984728705398893,0.587888668725254,0.016586723298488787,0.6381128824642289
siren,wang,3,14,0.558088555603333,0.5927595215018757,0.013004742393135222,-2.6660248123672448
siren,wang,3,15,0.5717212417483676,0.5854146208400085,0.011112266159205722,-1.2322760178217051
siren,wang,3,16,0.5618419378427852,0.5646221800809822,0.011687591055149833,-0.23787983555190434
siren,wang,3,17,0.5148151815876497,0.5577005924753718,0.003992899111692665,-10.740419351477728
siren,wang,3,18,0.5307468383763865,0.5596997551956473,0.022135994063021424,-1.3079564774381283
siren,wang,3,19,0.5296506986025646,0.5245895361913957,0.02304344118639726,0.21963570328882076
siren,wang,3,20,0.48524089870597803,0.5132800199402231,0.021473412220338304,-1.3057599298395681
siren,wang,3,21,0.5538910422499027,0.519860118677664,0.014767378277485014,2.304466164053217
siren,wang,3,22,0.4539241299575396,0.4396102471063183,0.019708732313035073,0.7262711078456486
siren,wang,3,23,0.4672137183719421,0.41496894733081213,0.02136697833057446,2.4451174252548293
siren,wang,3,24,0.5097344313396337,0.42862185827833965,0.02022817468001388,4.009880987503831
siren,wang,3,25,0.5086075953539462,0.4437798527241161,0.02498941789205158,2.5942077926693106
siren,wang,3,26,0.4294435851657614,0.38868241986916174,0.018933600625345284,2.1528480558544754
siren,wang,3,27,0.5007806467349638,0.4384437436580635,0.013613725247124828,4.578974670438987
siren,wang,3,28,0.4814860983657965,0.4199054741835395,0.015381788129134297,4.00347629711649
siren,wang,3,29,0.39836549873996685,0.46849249186202957,0.020862188553508458,-3.361439905607087
siren,wang,3,30,0.456067449480588,0.5026617538808049,0.026701567410793294,-1.745002594169156
siren,wang,3,31,0.559706298313852,0.4894096265474867,0.011127989517716373,6.31710441984593
siren,wang,4,0,0.38244728991907473,0.25643898921793307,0.023503328273183206,5.36129603588588
siren,wang,4,2,0.43529732590151304,0.30674052912212213,0.01747557863836028,7.356368532324221
siren,wang,4,3,0.451862322022794,0.35493550710579963,0.01778181174748043,5.45089647182483
siren,wang,4,4,0.5443080794489038,0.3379592064485527,0.01568971577885798,13.151855387871835
siren,wang,4,5,0.44524607573589636,0.3408492145419143,0.0036384099838213534,28.69298997589491
siren,wang,4,6,0.45884582036365956,0.3620160098093952,0.01058305970772347,9.149509993182633
siren,wang,4,7,0.4666445655061174,0.35608226554108746,0.01941241356071509,5.695443259501483
siren,wang,4,8,0.4533910601543161,0.3799366483777694,0.019357245978651842,3.7946726439058494
siren,wang,4,9,0.47057270983049965,0.37840506969974824,0.020851956252711506,4.420095602241938
siren,wang,4,10,0.431836974892806,0.36849973821407733,0.01417084938733161,4.46954412876271
siren,wang,4,11,0.4363312996346652,0.3779836225393087,0.014778146613555964,3.9482405081726784
siren,wang,4,12,0.4220181378737867,0.3730012986569594,0.01743574594092139,2.8112843226159687
siren,wang,4,13,0.43255690370964167,0.37622905730618267,0.015159831987526561,3.715598329177084
siren,wang,4,14,0.40897402617200923,0.3786373027678508,0.0063746838563458474,4.758937711704549
siren,wang,4,15,0.3964534242970394,0.36624702078493615,0.00957287758623806,3.155415207181577
siren,wang,4,16,0.3894401348847409,0.3548741526561206,0.020316483732727753,1.7013762166401887
siren,wang,4,17,0.3456029912083655,0.34213720755826327,0.012298881451295648,0.28179665474677296
siren,wang,4,18,0.36889605678830184,0.3506715619920017,0.021757915296954713,0.8376029848250608
siren,wang,4,19,0.3980443586106553,0.33105414095604146,0.019540520520194875,3.428271912479522
siren,wang,4,20,0.32877706762859493,0.3113331764157866,0.021387815573058414,0.8155994778065068
siren,wang,4,21,0.3889803096349118,0.3257199442167458,0.011019841148976495,5.740587778258628
siren,wang,4,22,0.30899397006663987,0.27805771325167034,0.025007480392320654,1.2370801188139489
siren,wang,4,23,0.314041489820775,0.26102564806719997,0.011277404586509807,4.701067639002094
siren,wang,4,24,0.32672671777771267,0.2733517339662716,0.005937637119048921,8.989263362054462
siren,wang,4,25,0.32175296237829226,0.27400807180142517,0.020304586972330903,2.351433724898179
siren,wang,4,26,0.2786869076177772,0.24142993962827203,0.016438857274589935,2.2663964634022618
siren,wang,4,27,0.3395232134950032,0.2759456691673302,0.007123620024062327,8.924892696819777
siren,wang,4,28,0.32190897144446873,0.2543274547104115,0.018773527124590555,3.5998305638334407
siren,wang,4,29,0.2717038396122584,0.2960350858696038,0.020461876170661503,-1.1891014320686704
siren,wang,4,30,0.3102058212020861,0.3167537907067087,0.03039728213423028,-0.21541299237568878
siren,wang,4,31,0.38575592021175603,0.31112424476719325,0.021785800162830143,3.425702746135332
siren,wang,5,0,0.548112103618497,0.4287067615439277,0.03383794443843553,3.5287410052881443
siren,wang,5,2,0.6501823601051332,0.532354794613774,0.015430879406334313,7.6358295848641955
siren,wang,5,3,0.6863085062265137,0.6059201316040996,0.013560806108297801,5.927993806594196
siren,wang,5,4,0.6540597353918723,0.5689419366758919,0.01498740002021869,5.679290510772559
siren,wang,5,5,0.732910006716449,0.6050126516191883,0.02607019587587001,4.905883933754394
siren,wang,5,6,0.690486840919302,0.6284924791107745,0.01697638476735403,3.6517999949991715
siren,wang,5,7,0.7143475732936713,0.6244040042473066,0.024838901052006784,3.6210768285619452
siren,wang,5,8,0.7085086671167615,0.6612938346759719,0.021594757153823266,2.186402565422247
siren,wang,5,9,0.7019376129010384,0.6657499259920151,0.021999554023972162,1.6449282048895542
siren,wang,5,10,0.6684156812154957,0.6518507515875496,0.025147554318490372,0.6587093686389339
siren,wang,5,11,0.67227116618787,0.6728710612204805,0.020976329743272546,-0.028598665255197137
siren,wang,5,12,0.6576210215028251,0.6636707225256144,0.016104282493022544,-0.3756579049957973
siren,wang,5,13,0.6699419731512121,0.6584614507592863,0.00967856975005691,1.1861796410423406
siren,wang,5,14,0.6243409638851843,0.6589559618206378,0.01969723726510098,-1.7573529459780288
siren,wang,5,15,0.6292656087225362,0.6438200597675132,0.01960105556882349,-0.7425340433260447
siren,wang,5,16,0.6249621861145652,0.6162241029278741,0.015227598425160471,0.5738319952181843
siren,wang,5,17,0.5778493566527341,0.6064513822975148,0.009469823371924545,-3.0203335924488304
siren,wang,5,18,0.5812891641154445,0.6101500455273254,0.02514152956356475,-1.1479365779600887
siren,wang,5,19,0.5808390973949857,0.5706753413749888,0.02260763111870636,0.4495719151922608
siren,wang,5,20,0.5375440467357366,0.5456248351876033,0.02267498001835021,-0.3563746669380573
siren,wang,5,21,0.5986986812205642,0.5614467765945217,0.017629150549650818,2.113085626055897
siren,wang,5,22,0.4901617464674189,0.4776080843305496,0.016956502302042306,0.7403450259525105
siren,wang,5,23,0.5202654169844031,0.44750165914724693,0.010665910918987966,6.82208565117665
siren,wang,5,24,0.5373793983515895,0.46774994355179506,0.020132995975015267,3.458474580047776
siren,wang,5,25,0.543208195077367,0.47709244927272615,0.030495691527589876,2.1680356303717514
siren,wang,5,26,0.45526376834543636,0.4232161654850186,0.01887030940435407,1.6983082880995684
siren,wang,5,27,0.5505568847496999,0.47125033366090535,0.011278797226236417,7.031472372276885
siren,wang,5,28,0.5014037251702386,0.45254254744172984,0.020675824952963467,2.3632032985220963
siren,wang,5,29,0.4577057047317962,0.5061126827108231,0.022451442007810775,-2.156074338663248
siren,wang,5,30,0.5123217527601864,0.5517501804940277,0.03005598243155143,-1.3118329378729956
siren,wang,5,31,0.5994521936591477,0.5384687378348079,0.018726423966800677,3.2565457202322747
siren,wang,6,0,0.42431261901692485,0.28541497724610226,0.014241604922600574,9.75294866875575
siren,wang,6,2,0.5158710380479511,0.3554129278157639,0.014257880764200988,11.253994396914097
siren,wang,6,3,0.5572439866948253,0.40686653094947045,0.021918430032263743,6.860776776621343
siren,wang,6,4,0.5413595151042927,0.38014672163337665,0.01864463799935765,8.646603569158607
siren,wang,6,5,0.5491383790765167,0.3980487650149444,0.023637332755718013,6.39199082328876
siren,wang,6,6,0.67742052795066,0.4283542462204286,0.020184182402555532,12.339676523072688
siren,wang,6,7,0.605062193064382,0.42583544150197217,0.025101316948389452,7.1401334014034425
siren,wang,6,8,0.5899622390620055,0.4612373638068072,0.012769472100753337,10.080673205559076
siren,wang,6,9,0.6138849935449273,0.45889632138428593,0.028475021921051728,5.442969371203802
siren,wang,6,10,0.5554039531380048,0.45240434346778163,0.01633382628268367,6.3059082353176725
siren,wang,6,11,0.5760779811470313,0.457716193642142,0.020790255529453107,5.693137697957043
siren,wang,6,12,0.5616976607664338,0.45388769397792456,0.0211691431007152,5.092788417348214
siren,wang,6,13,0.5636147861150455,0.4571756861068675,0.018721876296952208,5.6852795264706195
siren,wang,6,14,0.5378138971897944,0.4525130913676623,0.02394777983645178,3.5619504774422843
siren,wang,6,15,0.5146084404227109,0.4393542733555602,0.019184451211911237,3.9226645701716465
siren,wang,6,16,0.5102206463275273,0.4262196608548857,0.023388357964140422,3.5915725935712906
siren,wang,6,17,0.4706658362340646,0.4098190392575402,0.018712765784881465,3.2516196523810565
siren,wang,6,18,0.49773411376445087,0.4202217477558544,0.03255663252944545,2.380847157287884
siren,wang,6,19,0.5079935755089128,0.3857627389671291,0.017735793635504073,6.891760191497612
siren,wang,6,20,0.4564871747772472,0.37557234831247943,0.02866099198872816,2.823169082793439
siren,wang,6,21,0.5150632887823907,0.38750921527968407,0.03062954157563927,4.1644134042200225
siren,wang,6,22,0.42267557930028843,0.32526041758719904,0.025533098680550908,3.815250273061943
siren,wang,6,23,0.42150001721068314,0.29911419352083923,0.014725023710810699,8.311417767021434
siren,wang,6,24,0.4542111197403246,0.3226156159889446,0.020363411362373483,6.462350605681704
siren,wang,6,25,0.4491985766287401,0.3233249159077017,0.018317465212693094,6.8717838008402055
siren,wang,6,26,0.38721974857966235,0.28144530292302783,0.020229931026446758,5.228611284850883
siren,wang,6,27,0.4502878479751418,0.31878004905416085,0.023218085635043535,5.664024200276596
siren,wang,6,28,0.4316073306649113,0.3069751228090509,0.015081355327323506,8.26399253587369
siren,wang,6,29,0.3864852799399797,0.3498292365225384,0.018866489278692142,1.9429180954636194
siren,wang,6,30,0.4104442800620604,0.3780579232793036,0.03361804465160561,0.9633622989792188
siren,wang,6,31,0.49319600261430435,0.37846238404314,0.03817179603758221,3.005717060266247
siren,wang,7,0,0.41562497407350557,0.2936484066675936,0.02294618729263544,5.315766225139295
siren,wang,7,2,0.4909126133298068,0.3740481558843251,0.018316979254284084,6.38011627480272
siren,wang,7,3,0.5251805996215286,0.4276528571585829,0.028674155283841683,3.401242041745657
siren,wang,7,4,0.5197058494130297,0.4052787397852275,0.019219372558663215,5.953738046262267
siren,wang,7,5,0.5287908343246444,0.42336109833818164,0.028968888670772252,3.6394125154284755
siren,wang,7,6,0.5711889774800909,0.4551296651403923,0.029589089555478617,3.922368483899817
siren,wang,7,7,0.6784725320222373,0.4678926465666603,0.025446805021927633,8.275297636544916
siren,wang,7,8,0.606434606643335,0.4944916318285511,0.02345459034544649,4.772753357276892
siren,wang,7,9,0.633188589831293,0.49755228034615717,0.014632925622037071,9.269254350672611
siren,wang,7,10,0.6035966423893607,0.49418506825440983,0.0474568425123241,2.3054962855259014
siren,wang,7,11,0.6063570508613095,0.5114277040627326,0.032550868963436286,2.9163383289462734
siren,wang,7,12,0.5986990401136676,0.5024742472345911,0.02560456778885455,3.75811041500815
siren,wang,7,13,0.5922210291551546,0.5031581973202851,0.012074362330089542,7.376193408816566
siren,wang,7,14,0.5628106457747453,0.5010030632398044,0.01838529205668408,3.36179497961635
siren,wang,7,15,0.5509784201824485,0.4827634657355929,0.02142765756904698,3.1835003068834973
siren,wang,7,16,0.5268364869711076,0.4620979389540258,0.026504507317939463,2.442548629201035
siren,wang,7,17,0.5054499556155022,0.4504537799978164,0.017839244436486677,3.0828758366695133
siren,wang,7,18,0.5364276564900529,0.4545043982238376,0.037955703080397495,2.1583912723915564
siren,wang,7,19,0.5292269383584264,0.41866809465985055,0.016839220951317957,6.565555735517723
siren,wang,7,20,0.47857682920076944,0.39623854781690093,0.019451447994442553,4.233015527039081
siren,wang,7,21,0.5302254877062972,0.41444584269077833,0.018511518719028074,6.254464950869127
siren,wang,7,22,0.44373376344230797,0.3456513452601294,0.014436095866979139,6.794248187734087
siren,wang,7,23,0.4163619519569591,0.3171263667824302,0.011546041373244375,8.594771313091544
siren,wang,7,24,0.45212733299135394,0.3403672337043656,0.01381719939211277,8.088476985486944
siren,wang,7,25,0.47176298192846394,0.34851925169481557,0.027448995339992163,4.489917707628696
siren,wang,7,26,0.39938571631335607,0.30483696764052104,0.009731419505963294,9.715822919245925
siren,wang,7,27,0.4871697886472344,0.3443222422394191,0.01877771767130827,7.607290135482314
siren,wang,7,28,0.42826400955057337,0.3201837844729448,0.02593590514811286,4.167204670915163
siren,wang,7,29,0.4038920635002618,0.3664770805883101,0.022856521430931115,1.6369500068072054
siren,wang,7,30,0.4423494088709468,0.3940569167056632,0.02024166998627585,2.3857958457986252
siren,wang,7,31,0.5019396105083975,0.39616888765044483,0.009745191941325589,10.853631564650868
siren,wang,8,0,0.4025666283369275,0.30397866892157194,0.03006453805160172,3.279210851207581
siren,wang,8,2,0.47468188076447476,0.36569346889552656,0.020730161739895718,5.257480054253376
siren,wang,8,3,0.5132406026056889,0.42246636577513863,0.030317051759260742,2.994164391424444
siren,wang,8,4,0.47936469418362865,0.4078331896472179,0.021738589525565427,3.2905310830901398
siren,wang,8,5,0.48871597948826834,0.42263163669708154,0.024852973058560265,2.6590115651545743
siren,wang,8,6,0.5432554560139531,0.45971759232402504,0.023272649620833735,3.5895295572681483
siren,wang,8,7,0.5640841100708264,0.47607821976202935,0.02983348292716013,2.9499033191554465
siren,wang,8,8,0.7017892227375401,0.5060846652243631,0.019523785567397842,10.023904269875707
siren,wang,8,9,0.6038310938788056,0.5172916732429356,0.032639354690126625,2.6513827083121884
siren,wang,8,10,0.5853840182776574,0.5031639479441467,0.013716983812539848,5.9940342175184655
siren,wang,8,11,0.5944754214259135,0.5309924238699524,0.03826949270282681,1.6588408435127195
siren,wang,8,12,0.5729991054932781,0.5277356048261804,0.018332898130264303,2.4689768276394806
siren,wang,8,13,0.5763535369879564,0.5077859407437135,0.060370316651207054,1.1357832797266263
siren,wang,8,14,0.5758027064664625,0.5059859534454673,0.043360249662934225,1.610155697066405
siren,wang,8,15,0.5229803982682968,0.4761202107415653,0.029608990861927992,1.582633725858774
siren,wang,8,16,0.5469911075611048,0.4689047657000233,0.017829625375895483,4.379583990959746
siren,wang,8,17,0.532732905447651,0.4501327435321273,0.027583038594845965,2.994599802030438
siren,wang,8,18,0.5354161869222159,0.4629443079835087,0.01963126388590154,3.6916562968089837
siren,wang,8,19,0.5010718648698609,0.4336134966491625,0.02880737862471354,2.341704502152327
siren,wang,8,20,0.48755686091855915,0.3996338104455431,0.03373240350809937,2.6064863848763453
siren,wang,8,21,0.5187250540720221,0.4130646193323736,0.025558504347797262,4.134061731540826
siren,wang,8,22,0.44357219047455715,0.34923465768077067,0.024540168148816856,3.84420889953579
siren,wang,8,23,0.4414410157626187,0.326832280543289,0.017127912504840383,6.691342870121565
siren,wang,8,24,0.4633814901581563,0.3521946672079432,0.020126581326291266,5.5243769991364715
siren,wang,8,25,0.46535654012420385,0.3547722216559513,0.024368655432357958,4.537973741522603
siren,wang,8,26,0.41833458991072714,0.3140595138318636,0.014177249647350391,7.355099096978353
siren,wang,8,27,0.4817010970146199,0.3544613443736953,0.019731386367185192,6.4485966810996125
siren,wang,8,28,0.43835629561597494,0.33899621393948476,0.010888459557850933,9.125265254335112
siren,wang,8,29,0.4370162092941651,0.38469819214106205,0.01779351313175625,2.9402859775752
siren,wang,8,30,0.48919226905576985,0.4181267730329722,0.027742970578598387,2.561567652658628
siren,wang,8,31,0.5255769782970114,0.41130809573248034,0.02200243070749349,5.1934663075936385
siren,wang,9,0,0.3672391900256724,0.28663570719125875,0.03219635107383201,2.503497450676178
siren,wang,9,2,0.42751174692683847,0.350006517318386,0.010574400619742894,7.329515156040771
siren,wang,9,3,0.4812501477998291,0.41831372487460294,0.018195942876088892,3.458816251172688
siren,wang,9,4,0.45606794570686104,0.3938659644913227,0.017820442149541548,3.4904847306012856
siren,wang,9,5,0.4724936106023297,0.42103277780582704,0.006864896573739334,7.49622842001125
siren,wang,9,6,0.554824740461949,0.45531165583164446,0.022358479502860077,4.450798392510317
siren,wang,9,7,0.594555676305752,0.4681924272413818,0.041323878720431334,3.057874840821603
siren,wang,9,8,0.6269247132738622,0.4984620786198917,0.017610016981292487,7.294861486530037
siren,wang,9,9,0.7467435874522278,0.5172477454263218,0.030995390878298622,7.404192543562572
siren,wang,9,10,0.6578938247836075,0.5056538932368271,0.019270292484481383,7.900239794978783
siren,wang,9,11,0.6744084198293123,0.5283553407725681,0.021303206004642136,6.855920138260792
siren,wang,9,12,0.6576351511624811,0.5225565242752589,0.028744740355582298,4.699246721878619
siren,wang,9,13,0.6282541302652388,0.511418691818536,0.037379094078557044,3.125689408126313
siren,wang,9,14,0.6150608431732186,0.512228275173396,0.03558332639312331,2.8899087978378453
siren,wang,9,15,0.5724271314357631,0.4846193042022019,0.02370390216488499,3.7043616963471893
siren,wang,9,16,0.566330116288375,0.4683913838578042,0.017178134002578588,5.701360369867261
siren,wang,9,17,0.5665247566286522,0.4556728729374681,0.021730876326524477,5.101123490168662
siren,wang,9,18,0.5765135781226332,0.451863316073974,0.017688554759243882,7.046944408135889
siren,wang,9,19,0.5556155287282246,0.42824471124727015,0.023778275679136797,5.356604456929162
siren,wang,9,20,0.5424085650579652,0.40035372238722156,0.024448049989871042,5.810477429880818
siren,wang,9,21,0.5635714085861271,0.4182448566427087,0.023893591050812804,6.0822398623280485
siren,wang,9,22,0.5019644842050099,0.35560454026308286,0.024154740712964574,6.059263714777584
siren,wang,9,23,0.4406441801717843,0.3288381298723789,0.007091027092695056,15.767257526710667
siren,wang,9,24,0.4887995464470002,0.3454806941921885,0.018656426306918456,7.682009935721935
siren,wang,9,25,0.5046936352708756,0.3534718199344691,0.028039068936101495,5.393253808856043
siren,wang,9,26,0.43981513694115043,0.31406378376502353,0.014456470668141232,8.698620573640717
siren,wang,9,27,0.5179137734861188,0.3557083503085553,0.01731304940887251,9.368968998288494
